Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Card Payment,Current,2024-06-23 14:20:32,2024-06-24 10:19:11,Elior,-6.41,0.00,GBP,COMPLETED,60.42
Transfer,Current,2024-06-24 02:28:57,2024-06-24 02:28:57,Depositing savings,-0.80,0.00,GBP,COMPLETED,73.68
Card Payment,Current,2024-06-24 02:28:57,2024-06-24 11:19:24,Transport for London,-8.20,0.00,GBP,COMPLETED,52.22
Transfer,Current,2024-06-24 15:55:39,2024-06-24 15:55:40,Depositing savings,-0.52,0.00,GBP,COMPLETED,51.70
Card Payment,Current,2024-06-24 15:55:39,2024-06-26 09:05:13,Leon,-10.48,0.00,GBP,COMPLETED,256.71
Card Payment,Current,2024-06-24 16:41:36,2024-06-25 12:08:22,WHSmith,-2.79,0.00,GBP,COMPLETED,271.90
Transfer,Current,2024-06-24 16:41:37,2024-06-24 16:41:37,Depositing savings,-0.21,0.00,GBP,COMPLETED,51.49
Transfer,Current,2024-06-24 18:13:58,2024-06-24 18:13:58,Depositing savings,-0.41,0.00,GBP,COMPLETED,51.08
Card Payment,Current,2024-06-24 18:13:58,2024-06-25 09:49:17,Hollywood Bowl Tolwort,-5.59,0.00,GBP,COMPLETED,284.13
Transfer,Current,2024-06-24 19:21:19,2024-06-24 19:21:19,Depositing savings,-0.50,0.00,GBP,COMPLETED,50.58
Card Payment,Current,2024-06-24 19:21:19,2024-06-25 12:07:03,Hollywood Bowl,-1.50,0.00,GBP,COMPLETED,274.69
Transfer,Current,2024-06-24 23:07:41,2024-06-24 23:07:41,Depositing savings,-0.06,0.00,GBP,COMPLETED,50.52
Card Payment,Current,2024-06-24 23:07:41,2024-06-25 10:14:04,7 Star Traders,-7.94,0.00,GBP,COMPLETED,276.19
Topup,Current,2024-06-24 23:10:32,2024-06-24 23:10:32,Payment from ATANU SENGUPTA,240.00,0.00,GBP,COMPLETED,290.52
Transfer,Current,2024-06-25 02:58:30,2024-06-25 02:58:31,Depositing savings,-0.80,0.00,GBP,COMPLETED,289.72
Card Payment,Current,2024-06-25 02:58:30,2024-06-26 12:05:11,Transport for London,-20.20,0.00,GBP,COMPLETED,118.16
Card Payment,Current,2024-06-25 13:15:20,2024-06-27 11:38:20,Just Eat,-14.04,0.00,GBP,COMPLETED,3107.24
Transfer,Current,2024-06-25 13:15:21,2024-06-25 13:15:21,Depositing savings,-0.96,0.00,GBP,COMPLETED,270.94
Transfer,Current,2024-06-25 16:02:19,2024-06-25 16:02:19,Depositing savings,-1.00,0.00,GBP,COMPLETED,269.94
Card Payment,Current,2024-06-25 16:02:19,2024-06-26 10:25:12,gov.uk,-34.00,0.00,GBP,COMPLETED,154.84
Transfer,Current,2024-06-25 17:11:58,2024-06-25 17:11:58,Depositing savings,-1.00,0.00,GBP,COMPLETED,268.94
Card Payment,Current,2024-06-25 17:11:58,2024-06-26 09:05:41,Medibuddy,-60.00,0.00,GBP,COMPLETED,196.71
Transfer,Current,2024-06-25 19:54:34,2024-06-25 19:54:34,Depositing savings,-0.01,0.00,GBP,COMPLETED,268.93
Card Payment,Current,2024-06-25 19:54:34,2024-06-26 11:19:12,Vue Cinemas,-6.99,0.00,GBP,COMPLETED,141.35
Transfer,Current,2024-06-25 20:08:16,2024-06-25 20:08:17,Depositing savings,-0.13,0.00,GBP,COMPLETED,268.80
Card Payment,Current,2024-06-25 20:08:16,2024-06-26 10:22:25,Popeyes,-7.87,0.00,GBP,COMPLETED,188.84
Transfer,Current,2024-06-25 20:35:39,2024-06-25 20:35:40,Depositing savings,-0.60,0.00,GBP,COMPLETED,268.20
Card Payment,Current,2024-06-25 20:35:39,2024-06-26 11:27:30,Marks & Spencer,-2.40,0.00,GBP,COMPLETED,138.95
Transfer,Current,2024-06-25 20:55:52,2024-06-25 20:55:52,Depositing savings,-0.50,0.00,GBP,COMPLETED,267.70
Card Payment,Current,2024-06-25 20:55:52,2024-06-26 11:11:53,Vue Cinemas,-6.50,0.00,GBP,COMPLETED,148.34
Transfer,Current,2024-06-25 23:39:44,2024-06-25 23:39:44,Depositing savings,-0.11,0.00,GBP,COMPLETED,267.59
Card Payment,Current,2024-06-25 23:39:44,2024-06-27 12:29:18,7 Star Traders,-6.89,0.00,GBP,COMPLETED,3100.35
Transfer,Current,2024-06-26 04:07:03,2024-06-26 04:07:03,Depositing savings,-0.40,0.00,GBP,COMPLETED,267.19
Card Payment,Current,2024-06-26 04:07:03,2024-06-26 12:05:37,Transport for London,-3.60,0.00,GBP,COMPLETED,114.56
Transfer,Current,2024-06-26 11:50:08,2024-06-26 11:50:08,Depositing savings,-0.59,0.00,GBP,COMPLETED,138.36
Card Payment,Current,2024-06-26 11:50:08,2024-06-27 10:33:53,Elior,-6.41,0.00,GBP,COMPLETED,3127.69
Topup,Current,2024-06-26 17:02:13,2024-06-26 17:02:13,Payment from BARTS HEALTH NHS,3724.20,0.00,GBP,COMPLETED,3838.76
Transfer,Current,2024-06-26 19:35:04,2024-06-26 19:35:05,Depositing savings,-0.59,0.00,GBP,COMPLETED,3838.17
Card Payment,Current,2024-06-26 19:35:04,2024-06-27 10:33:57,Elior,-6.41,0.00,GBP,COMPLETED,3121.28
Transfer,Current,2024-06-27 03:29:55,2024-06-27 03:29:55,Depositing savings,-700.00,0.00,GBP,COMPLETED,3138.17
Card Payment,Current,2024-06-27 03:32:30,,Bolt,-55.20,0.00,GBP,REVERTED,
Transfer,Current,2024-06-27 03:32:30,2024-06-27 03:32:30,Depositing savings,-0.80,0.00,GBP,COMPLETED,3137.37
Card Payment,Current,2024-06-27 03:38:51,,Uber,-60.99,0.00,GBP,REVERTED,
Transfer,Current,2024-06-27 03:38:51,2024-06-27 03:38:51,Depositing savings,-0.01,0.00,GBP,COMPLETED,3137.36
Transfer,Current,2024-06-27 03:39:27,2024-06-27 03:39:28,Depositing savings,-0.60,0.00,GBP,COMPLETED,3136.76
Card Payment,Current,2024-06-27 03:39:27,2024-06-28 12:44:34,Bolt,-55.40,0.00,GBP,COMPLETED,2552.85
Card Payment,Current,2024-06-27 04:13:40,2024-06-28 10:58:35,Metro Petrol Station,-8.17,0.00,GBP,COMPLETED,2812.64
Transfer,Current,2024-06-27 04:13:41,2024-06-27 04:13:41,Depositing savings,-1.00,0.00,GBP,COMPLETED,3135.76
Transfer,Current,2024-06-27 05:12:57,2024-06-27 05:12:57,Depositing savings,-0.05,0.00,GBP,COMPLETED,3135.71
Card Payment,Current,2024-06-27 05:12:57,2024-06-28 13:34:26,Burger King,-11.95,0.00,GBP,COMPLETED,2540.90
ATM,Current,2024-06-27 05:45:57,2024-06-28 12:32:27,Cash withdrawal at Luton Airport Check In Br,-200.00,0.00,GBP,COMPLETED,2608.25
Transfer,Current,2024-06-27 05:51:42,2024-06-27 05:51:43,Depositing savings,-0.81,0.00,GBP,COMPLETED,3134.90
Card Payment,Current,2024-06-27 05:51:42,2024-06-28 12:02:25,WHSmith,-3.19,0.00,GBP,COMPLETED,2809.45
Transfer,Current,2024-06-27 07:25:04,2024-06-27 07:25:05,Depositing savings,-0.80,0.00,GBP,COMPLETED,3134.10
Card Payment,Current,2024-06-27 07:25:04,2024-06-28 12:16:17,PG Group Vending,-1.20,0.00,GBP,COMPLETED,2808.25
Transfer,Current,2024-06-27 13:05:00,2024-06-27 13:05:00,Depositing savings,-1.00,0.00,GBP,COMPLETED,3099.35
Card Payment,Current,2024-06-27 13:05:00,2024-06-28 09:37:04,Breeze eSIM,-10.00,0.00,GBP,COMPLETED,2820.81
ATM,Current,2024-06-27 18:11:30,,Cash withdrawal at Kastrati,-175.16,0.00,GBP,REVERTED,
ATM,Current,2024-06-27 18:11:30,2024-07-09 20:46:43,Cash withdrawal at Kastrati,-174.86,0.00,GBP,COMPLETED,1059.25
Exchange,Current,2024-06-27 20:15:26,2024-06-27 20:15:26,Exchanged to EUR,-67.87,0.00,GBP,COMPLETED,3031.48
Transfer,Current,2024-06-28 08:16:08,2024-06-28 08:16:08,Depositing savings,-200.00,0.00,GBP,COMPLETED,2831.48
Transfer,Current,2024-06-28 09:06:43,2024-06-28 09:06:43,Depositing savings,-0.67,0.00,GBP,COMPLETED,2830.81
Card Payment,Current,2024-06-28 09:06:43,2024-06-29 17:48:53,Viator,-124.33,0.00,GBP,COMPLETED,2416.06
Transfer,Current,2024-06-29 10:06:55,2024-06-29 10:06:55,Depositing savings,-0.51,0.00,GBP,COMPLETED,2540.39
Card Payment,Current,2024-06-29 10:06:55,2024-06-30 15:34:16,Das Oil Shpk Alpet,-25.49,0.25,GBP,COMPLETED,2390.32
Transfer,Current,2024-07-01 08:57:30,2024-07-01 08:57:30,Depositing savings,-0.56,0.00,GBP,COMPLETED,2389.76
Card Payment,Current,2024-07-01 08:57:30,2024-07-02 12:05:40,The Raj,-3.44,0.00,GBP,COMPLETED,2371.27
Transfer,Current,2024-07-01 19:55:37,2024-07-01 19:55:37,Depositing savings,-0.05,0.00,GBP,COMPLETED,2389.71
Card Payment,Current,2024-07-01 19:55:37,2024-07-03 11:22:32,Just Eat,-15.95,0.00,GBP,COMPLETED,2340.32
Transfer,Current,2024-07-02 03:03:50,2024-07-02 03:03:50,Depositing savings,-1.00,0.00,GBP,COMPLETED,2388.71
Card Payment,Current,2024-07-02 03:03:50,2024-07-02 11:40:55,Transport for London,-14.00,0.00,GBP,COMPLETED,2374.71
Transfer,Current,2024-07-02 20:19:54,2024-07-02 20:19:54,Depositing savings,-0.81,0.00,GBP,COMPLETED,2370.46
Card Payment,Current,2024-07-02 20:19:54,2024-07-03 09:39:58,The Raj,-14.19,0.00,GBP,COMPLETED,2356.27
Transfer,Current,2024-07-03 19:10:12,2024-07-03 19:10:12,Depositing savings,-0.20,0.00,GBP,COMPLETED,2340.12
Card Payment,Current,2024-07-03 19:10:12,2024-07-04 10:38:33,Deliveroo,-13.80,0.00,GBP,COMPLETED,2124.40
Transfer,Savings,2024-07-03 20:29:57,2024-07-03 20:29:57,To pocket GBP Driving Fund from GBP,200.00,0.00,GBP,COMPLETED,200.00
Transfer,Current,2024-07-03 20:29:57,2024-07-03 20:29:57,To pocket GBP Driving Fund from GBP,-200.00,0.00,GBP,COMPLETED,2140.12
Transfer,Savings,2024-07-03 21:25:47,2024-07-03 21:25:47,To pocket GBP Driving Fund from GBP,1.92,0.00,GBP,COMPLETED,201.92
Transfer,Current,2024-07-03 21:25:47,2024-07-03 21:25:47,To pocket GBP Driving Fund from GBP,-1.92,0.00,GBP,COMPLETED,2138.20
Card Payment,Current,2024-07-03 21:25:47,2024-07-04 12:23:31,The Raj,-9.04,0.00,GBP,COMPLETED,2115.36
Card Payment,Current,2024-07-04 18:06:48,2024-07-05 12:27:38,Deliveroo,-14.84,0.00,GBP,COMPLETED,2144.58
Transfer,Savings,2024-07-04 18:06:49,2024-07-04 18:06:49,To pocket GBP Driving Fund from GBP,0.32,0.00,GBP,COMPLETED,202.24
Transfer,Current,2024-07-04 18:06:49,2024-07-04 18:06:49,To pocket GBP Driving Fund from GBP,-0.32,0.00,GBP,COMPLETED,2115.04
Transfer,Savings,2024-07-04 21:38:11,2024-07-04 21:38:11,To pocket GBP Driving Fund from GBP,1.24,0.00,GBP,COMPLETED,203.48
Transfer,Current,2024-07-04 21:38:11,2024-07-04 21:38:11,To pocket GBP Driving Fund from GBP,-1.24,0.00,GBP,COMPLETED,2113.80
Card Payment,Current,2024-07-04 21:38:11,2024-07-05 12:24:55,The Raj,-4.38,0.00,GBP,COMPLETED,2159.42
Transfer,Current,2024-07-05 01:07:21,2024-07-05 01:07:21,Transfer from MOKSHITH MOHAN KOTHARI,50.00,0.00,GBP,COMPLETED,2163.80
Transfer,Savings,2024-07-05 20:37:01,2024-07-05 20:37:01,To pocket GBP Driving Fund from GBP,0.44,0.00,GBP,COMPLETED,203.92
Transfer,Current,2024-07-05 20:37:01,2024-07-05 20:37:01,To pocket GBP Driving Fund from GBP,-0.44,0.00,GBP,COMPLETED,2144.14
Card Payment,Current,2024-07-05 20:37:01,2024-07-06 13:00:50,Deliveroo,-9.78,0.00,GBP,COMPLETED,3557.12
Transfer,Savings,2024-07-05 20:46:22,2024-07-05 20:46:22,To pocket GBP Driving Fund from GBP,1.80,0.00,GBP,COMPLETED,205.72
Transfer,Current,2024-07-05 20:46:22,2024-07-05 20:46:22,To pocket GBP Driving Fund from GBP,-1.80,0.00,GBP,COMPLETED,2142.34
Card Payment,Current,2024-07-05 20:46:22,2024-07-06 14:03:49,Deliveroo,-26.10,0.00,GBP,COMPLETED,3531.02
Transfer,Savings,2024-07-06 06:53:47,2024-07-06 06:53:47,To pocket GBP Driving Fund from GBP,0.02,0.00,GBP,COMPLETED,205.74
Transfer,Current,2024-07-06 06:53:47,2024-07-06 06:53:47,To pocket GBP Driving Fund from GBP,-0.02,0.00,GBP,COMPLETED,2142.32
Card Payment,Current,2024-07-06 06:53:47,2024-07-07 19:23:15,Vapouriz,-28.99,0.00,GBP,COMPLETED,3476.19
Transfer,Current,2024-07-06 07:21:35,2024-07-09 01:12:31,SWIFT Transfer to Kunchi Kandy Nazar,-1066.32,11.62,GBP,COMPLETED,2325.84
Transfer,Current,2024-07-06 07:22:07,2024-07-06 07:22:07,Withdrawing savings,424.00,0.00,GBP,COMPLETED,2566.32
Transfer,Current,2024-07-06 10:06:15,2024-07-06 10:06:16,Withdrawing savings,1000.58,0.00,GBP,COMPLETED,3566.90
Transfer,Current,2024-07-06 10:06:44,2024-07-09 01:12:31,SWIFT Transfer to Kunchi Kandy Nazar,-1066.32,11.62,GBP,COMPLETED,1247.90
Transfer,Savings,2024-07-06 22:00:46,2024-07-06 22:00:46,To pocket GBP Driving Fund from GBP,0.50,0.00,GBP,COMPLETED,206.24
Transfer,Current,2024-07-06 22:00:46,2024-07-06 22:00:46,To pocket GBP Driving Fund from GBP,-0.50,0.00,GBP,COMPLETED,3530.52
Card Payment,Current,2024-07-06 22:00:46,2024-07-07 10:37:24,Five Guys,-11.75,0.00,GBP,COMPLETED,3511.65
Transfer,Savings,2024-07-06 22:37:04,2024-07-06 22:37:04,To pocket GBP Driving Fund from GBP,0.62,0.00,GBP,COMPLETED,206.86
Transfer,Current,2024-07-06 22:37:04,2024-07-06 22:37:04,To pocket GBP Driving Fund from GBP,-0.62,0.00,GBP,COMPLETED,3529.90
Card Payment,Current,2024-07-06 22:37:04,2024-07-07 19:24:43,Harris And Freddy,-1.69,0.00,GBP,COMPLETED,3474.50
Transfer,Savings,2024-07-07 00:09:31,2024-07-07 00:09:31,To pocket GBP Driving Fund from GBP,2.00,0.00,GBP,COMPLETED,208.86
Transfer,Current,2024-07-07 00:09:31,2024-07-07 00:09:31,To pocket GBP Driving Fund from GBP,-2.00,0.00,GBP,COMPLETED,3527.90
Card Payment,Current,2024-07-07 00:09:31,2024-07-08 11:42:36,E1,-14.00,0.00,GBP,COMPLETED,3435.96
Transfer,Savings,2024-07-07 00:54:19,2024-07-07 00:54:19,To pocket GBP Driving Fund from GBP,2.00,0.00,GBP,COMPLETED,210.86
Transfer,Current,2024-07-07 00:54:19,2024-07-07 00:54:19,To pocket GBP Driving Fund from GBP,-2.00,0.00,GBP,COMPLETED,3525.90
Card Payment,Current,2024-07-07 00:54:19,2024-07-08 12:06:34,E1,-14.00,0.00,GBP,COMPLETED,3411.96
Transfer,Savings,2024-07-07 02:46:13,2024-07-07 02:46:13,To pocket GBP Driving Fund from GBP,2.00,0.00,GBP,COMPLETED,212.86
Transfer,Current,2024-07-07 02:46:13,2024-07-07 02:46:13,To pocket GBP Driving Fund from GBP,-2.00,0.00,GBP,COMPLETED,3523.90
Card Payment,Current,2024-07-07 02:46:13,2024-07-08 12:03:58,E1,-10.00,0.00,GBP,COMPLETED,3425.96
Transfer,Savings,2024-07-07 03:01:10,2024-07-07 03:01:10,To pocket GBP Driving Fund from GBP,0.50,0.00,GBP,COMPLETED,213.36
Transfer,Current,2024-07-07 03:01:10,2024-07-07 03:01:10,To pocket GBP Driving Fund from GBP,-0.50,0.00,GBP,COMPLETED,3523.40
Card Payment,Current,2024-07-07 03:01:10,2024-07-07 19:21:12,Transport for London,-4.75,0.00,GBP,COMPLETED,3505.18
Transfer,Savings,2024-07-07 15:50:37,2024-07-07 15:50:37,To pocket GBP Driving Fund from GBP,1.72,0.00,GBP,COMPLETED,215.08
Transfer,Current,2024-07-07 15:50:37,2024-07-07 15:50:37,To pocket GBP Driving Fund from GBP,-1.72,0.00,GBP,COMPLETED,3509.93
Card Payment,Current,2024-07-07 15:50:37,2024-07-08 08:51:59,Just Eat,-5.14,0.00,GBP,COMPLETED,3467.36
Transfer,Savings,2024-07-08 02:38:31,2024-07-08 02:38:31,To pocket GBP Driving Fund from GBP,2.00,0.00,GBP,COMPLETED,217.08
Transfer,Current,2024-07-08 02:38:31,2024-07-08 02:38:31,To pocket GBP Driving Fund from GBP,-2.00,0.00,GBP,COMPLETED,3472.50
Card Payment,Current,2024-07-08 02:38:31,2024-07-08 20:39:02,Transport for London,-3.00,0.00,GBP,COMPLETED,3404.64
Transfer,Current,2024-07-08 09:30:00,2024-07-08 10:01:29,To General Medical C,-17.40,0.00,GBP,COMPLETED,3449.96
Transfer,Savings,2024-07-08 12:48:35,2024-07-08 12:48:35,To pocket GBP Driving Fund from GBP,1.30,0.00,GBP,COMPLETED,218.38
Transfer,Current,2024-07-08 12:48:35,2024-07-08 12:48:35,To pocket GBP Driving Fund from GBP,-1.30,0.00,GBP,COMPLETED,3410.66
Card Payment,Current,2024-07-08 12:48:35,2024-07-09 10:24:54,Post Office,-1.35,0.00,GBP,COMPLETED,1246.55
Transfer,Savings,2024-07-08 12:53:11,2024-07-08 12:53:11,To pocket GBP Driving Fund from GBP,2.00,0.00,GBP,COMPLETED,220.38
Transfer,Current,2024-07-08 12:53:11,2024-07-08 12:53:11,To pocket GBP Driving Fund from GBP,-2.00,0.00,GBP,COMPLETED,3408.66
Card Payment,Current,2024-07-08 12:53:11,2024-07-09 16:58:45,Poundland,-1.00,0.00,GBP,COMPLETED,1244.35
Transfer,Savings,2024-07-08 12:55:22,2024-07-08 12:55:22,To pocket GBP Driving Fund from GBP,1.02,0.00,GBP,COMPLETED,221.40
Transfer,Current,2024-07-08 12:55:22,2024-07-08 12:55:22,To pocket GBP Driving Fund from GBP,-1.02,0.00,GBP,COMPLETED,3407.64
Card Payment,Current,2024-07-08 12:55:22,2024-07-09 17:05:46,KFC,-5.49,0.00,GBP,COMPLETED,1238.86
Transfer,Savings,2024-07-08 21:49:38,2024-07-08 21:49:38,To pocket GBP Driving Fund from GBP,0.86,0.00,GBP,COMPLETED,222.26
Transfer,Current,2024-07-08 21:49:38,2024-07-08 21:49:38,To pocket GBP Driving Fund from GBP,-0.86,0.00,GBP,COMPLETED,3403.78
Card Payment,Current,2024-07-08 21:49:38,2024-07-09 17:13:14,Elior,-3.57,0.00,GBP,COMPLETED,1235.29
Transfer,Savings,2024-07-09 13:40:23,2024-07-09 13:40:23,To pocket GBP Driving Fund from GBP,1.18,0.00,GBP,COMPLETED,223.44
Transfer,Current,2024-07-09 13:40:23,2024-07-09 13:40:23,To pocket GBP Driving Fund from GBP,-1.18,0.00,GBP,COMPLETED,1245.37
Card Payment,Current,2024-07-09 13:40:23,2024-07-10 11:48:25,Whipps Cross University Hospital,-6.41,0.00,GBP,COMPLETED,152.84
Transfer,Savings,2024-07-09 13:56:02,2024-07-09 13:56:02,To pocket GBP Driving Fund from GBP,0.02,0.00,GBP,COMPLETED,223.46
Transfer,Current,2024-07-09 13:56:02,2024-07-09 13:56:02,To pocket GBP Driving Fund from GBP,-0.02,0.00,GBP,COMPLETED,1245.35
Card Payment,Current,2024-07-09 13:56:02,2024-07-10 11:48:25,Elior,-1.99,0.00,GBP,COMPLETED,150.85
Transfer,Savings,2024-07-09 20:25:40,2024-07-09 20:25:40,To pocket GBP Driving Fund from GBP,1.18,0.00,GBP,COMPLETED,224.64
Transfer,Current,2024-07-09 20:25:40,2024-07-09 20:25:40,To pocket GBP Driving Fund from GBP,-1.18,0.00,GBP,COMPLETED,1234.11
Card Payment,Current,2024-07-09 20:25:40,2024-07-10 11:48:27,Elior,-6.41,0.00,GBP,COMPLETED,144.44
Transfer,Current,2024-07-10 01:51:49,2024-07-10 01:51:51,To Hezron McNeish,-900.00,0.00,GBP,COMPLETED,159.25
Card Payment,Current,2024-07-10 13:28:29,2024-07-11 13:47:37,Whipps Cross University Hospital,-6.41,0.00,GBP,COMPLETED,131.62
Card Payment,Current,2024-07-10 21:12:14,2024-07-11 13:47:21,Elior,-6.41,0.00,GBP,COMPLETED,138.03
Card Payment,Current,2024-07-11 15:42:47,2024-07-13 09:54:11,Leon,-10.48,0.00,GBP,COMPLETED,105.64
Card Payment,Current,2024-07-12 00:20:33,2024-07-13 12:15:16,7 Star Traders,-4.17,0.00,GBP,COMPLETED,101.47
Card Payment,Current,2024-07-12 03:15:31,2024-07-12 12:51:42,Transport for London,-15.50,0.00,GBP,COMPLETED,116.12
Card Payment,Current,2024-07-12 14:20:54,2024-07-14 11:41:58,Just Eat,-11.86,0.00,GBP,COMPLETED,89.61
Card Payment,Current,2024-07-13 16:00:05,2024-07-15 09:53:34,Just Eat,-11.00,0.00,GBP,COMPLETED,63.62
Card Payment,Current,2024-07-14 10:25:02,2024-07-16 10:36:30,Just Eat,-12.08,0.00,GBP,COMPLETED,41.54
Card Payment,Current,2024-07-15 01:00:00,2024-07-16 12:31:15,Transport for London,-6.00,0.00,GBP,COMPLETED,35.54
Fee,Current,2024-07-15 04:55:58,2024-07-15 04:55:58,Metal plan fee,-14.99,0.00,GBP,COMPLETED,74.62
Exchange,Current,2024-07-16 04:01:36,2024-07-16 04:01:36,Transfer to Revolut Ltd,-10.00,0.00,GBP,COMPLETED,53.62
Card Payment,Current,2024-07-16 12:52:46,2024-07-18 12:26:50,McDonald's,-6.69,0.00,GBP,COMPLETED,52.12
Card Payment,Current,2024-07-16 17:40:43,2024-07-17 11:02:09,J D Wetherspoon,-6.90,0.00,GBP,COMPLETED,85.62
Card Payment,Current,2024-07-16 18:21:20,2024-07-17 11:02:09,J D Wetherspoon,-6.90,0.00,GBP,COMPLETED,78.72
Card Payment,Current,2024-07-16 19:53:02,2024-07-17 11:29:46,KK Traders,-6.99,0.00,GBP,COMPLETED,71.73
Card Payment,Current,2024-07-17 01:00:00,2024-07-18 17:07:44,Transport for London,-7.90,0.00,GBP,COMPLETED,53.07
Exchange,Current,2024-07-17 02:22:23,2024-07-17 02:22:23,Exchanged to GBP,56.98,0.00,GBP,COMPLETED,92.52
Card Payment,Current,2024-07-17 06:35:12,2024-07-18 17:07:37,Transport for London,-10.20,0.00,GBP,COMPLETED,60.97
Card Payment,Current,2024-07-17 10:57:02,2024-07-18 12:08:28,Deliveroo,-12.92,0.00,GBP,COMPLETED,58.81
Card Refund,Current,2024-07-18 01:00:00,2024-07-18 17:08:32,Transport for London,1.95,0.00,GBP,COMPLETED,55.02
Card Payment,Current,2024-07-18 01:24:37,2024-07-19 11:11:32,Trainline,-15.54,0.00,GBP,COMPLETED,57.53
Card Payment,Current,2024-07-18 10:13:48,2024-07-19 12:10:43,Tesco,-2.15,0.00,GBP,COMPLETED,26.89
Card Payment,Current,2024-07-18 10:15:28,2024-07-19 11:11:52,Trainline,-8.50,0.00,GBP,COMPLETED,49.03
Card Payment,Current,2024-07-18 11:30:08,2024-07-19 08:52:17,Tesco,-3.30,0.00,GBP,COMPLETED,82.72
Card Payment,Current,2024-07-18 13:08:06,2024-07-19 09:55:38,99 Supermarket,-1.59,0.00,GBP,COMPLETED,73.07
Card Payment,Current,2024-07-18 13:26:55,2024-07-19 09:02:22,J D Wetherspoon,-8.06,0.00,GBP,COMPLETED,74.66
Transfer,Current,2024-07-18 13:44:19,2024-07-18 13:44:19,To GBP,19.05,0.00,GBP,COMPLETED,71.17
Transfer,Savings,2024-07-18 19:10:31,2024-07-18 19:10:31,Pocket Withdrawal,-31.00,0.00,GBP,COMPLETED,193.64
Transfer,Current,2024-07-18 19:10:31,2024-07-18 19:10:31,Pocket Withdrawal,31.00,0.00,GBP,COMPLETED,86.02
Card Payment,Current,2024-07-18 19:15:13,2024-07-19 12:00:12,Dirty B?s Vape Ba,-16.99,0.00,GBP,COMPLETED,29.04
Card Payment,Current,2024-07-19 01:00:00,2024-07-20 09:32:10,Transport for London,-6.70,0.00,GBP,COMPLETED,101.98
Card Payment,Current,2024-07-19 04:10:30,2024-07-19 11:46:55,Transport for London,-3.00,0.00,GBP,COMPLETED,46.03
Card Payment,Current,2024-07-19 14:43:25,2024-07-20 11:26:23,Al Arez 2,-11.50,0.00,GBP,COMPLETED,90.48
Card Payment,Current,2024-07-19 20:29:38,2024-07-20 12:06:28,AliExpress,-0.93,0.00,GBP,COMPLETED,89.55
Card Payment,Current,2024-07-19 23:35:32,2024-07-20 09:27:02,Just Eat,-11.85,0.00,GBP,COMPLETED,108.68
Transfer,Savings,2024-07-20 08:12:29,2024-07-20 08:12:29,Pocket Withdrawal,-93.64,0.00,GBP,COMPLETED,100.00
Transfer,Current,2024-07-20 08:12:29,2024-07-20 08:12:29,Pocket Withdrawal,93.64,0.00,GBP,COMPLETED,120.53
Card Payment,Current,2024-07-20 18:03:39,2024-07-21 11:30:56,Boots,-1.10,0.00,GBP,COMPLETED,55.91
Card Payment,Current,2024-07-20 18:08:56,2024-07-21 10:05:52,GAIL's,-10.85,0.00,GBP,COMPLETED,78.70
Card Payment,Current,2024-07-20 19:20:42,2024-07-21 10:53:24,Whistlestop,-2.29,0.00,GBP,COMPLETED,76.41
Card Payment,Current,2024-07-20 19:31:14,2024-07-21 10:53:27,Marks & Spencer,-11.00,0.00,GBP,COMPLETED,65.41
Card Payment,Current,2024-07-21 03:19:34,2024-07-21 11:18:19,Transport for London,-8.40,0.00,GBP,COMPLETED,57.01
Card Payment,Current,2024-07-21 06:38:04,2024-07-22 11:08:12,Transport for London,-3.00,0.00,GBP,COMPLETED,52.91
Card Payment,Current,2024-07-22 07:33:12,2024-07-23 10:36:06,Elior,-0.27,0.00,GBP,COMPLETED,52.23
Card Payment,Current,2024-07-22 15:09:01,2024-07-23 10:36:04,Elior,-0.41,0.00,GBP,COMPLETED,52.50
Card Payment,Current,2024-07-23 11:51:46,2024-07-24 11:02:25,Whipps Cross University Hospital,-0.41,0.00,GBP,COMPLETED,48.42
Card Payment,Current,2024-07-23 12:12:17,2024-07-24 11:02:08,Elior,-2.99,0.00,GBP,COMPLETED,49.24
Card Payment,Current,2024-07-23 19:44:25,2024-07-24 11:02:24,Elior,-0.41,0.00,GBP,COMPLETED,48.83
Card Payment,Current,2024-07-24 13:20:34,2024-07-25 10:22:52,Whipps Cross University Hospital,-0.41,0.00,GBP,COMPLETED,38.01
Transfer,Savings,2024-07-25 01:45:40,2024-07-25 01:45:40,Pocket Withdrawal,-90.00,0.00,GBP,COMPLETED,10.00
Transfer,Current,2024-07-25 01:45:40,2024-07-25 01:45:40,Pocket Withdrawal,90.00,0.00,GBP,COMPLETED,138.42
Transfer,Current,2024-07-25 01:56:13,2024-07-25 01:56:15,To Komonika LTD,-100.00,0.00,GBP,COMPLETED,38.42
Card Payment,Current,2024-07-25 03:56:05,2024-07-25 12:00:02,Transport for London,-6.00,0.00,GBP,COMPLETED,32.01
Topup,Current,2024-07-25 17:08:31,2024-07-25 17:08:32,Payment from BARTS HEALTH NHS,3132.86,0.00,GBP,COMPLETED,3164.87
Card Payment,Current,2024-07-25 18:51:50,2024-07-26 10:38:07,Elior,-0.41,0.00,GBP,COMPLETED,2974.46
Transfer,Savings,2024-07-26 06:52:51,2024-07-26 06:52:51,To pocket GBP Driving Fund from GBP,190.00,0.00,GBP,COMPLETED,200.00
